"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"U2";"SSD1306-0.91-OLED-4pin-128x32 (1)";1;"OLED";;;
2;"SW5";"RotaryEncoder_Alps_EC11E_Vertical_H20mm";1;"RotaryEncoder";;;
3;"SW4";"SW_Cherry_MX_1.00u_PCB";1;"SW_Push";;;
4;"D1";"LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm";1;"SK6812MINI";;;
5;"SW6,SW1,SW3,SW2";"SW_Cherry_MX_1.00u_PCB";4;"SW_Push";;;
6;"U1";"XIAO-RP2040-DIP";1;"XIAO-RP2040-DIP";;;
